Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
Which specialty area is most concerned with human-machine interaction and workplace design?,Personnel psychology,Organizational psychology,Human factors,Counseling psychology,3,"Human factors psychology focuses on ergonomics, workplace design, and the interaction between people and equipment or systems.",Medium,Industrial/Organizational Psychology,Exam 2,Exam 2
A manager wants to know whether a new training program caused an increase in productivity. Which design provides the strongest basis for causal inference?,Case study,Correlational design,Experimental design,Archival review only,3,Experimental designs provide the strongest basis for causal conclusions because they involve manipulation and control of variables.,Medium,Industrial/Organizational Psychology,Exam 2,Exam 2
"In a study, motivation is defined as “the average score on a 10-item work motivation scale.” This is an example of:",meta-analysis,operational definition,demand characteristic,adverse impact,2,An operational definition specifies exactly how a concept or construct is measured in a study.,Medium,Industrial/Organizational Psychology,Exam 2,Exam 2
Reliability refers to the extent to which a measure:,predicts job performance,is free from legal challenge,yields consistent results,measures several constructs at once,3,"Reliability concerns the consistency or stability of measurement across time, items, or raters.",Medium,Industrial/Organizational Psychology,Exam 2,Exam 2
Validity refers to the extent to which a measure:,can be administered quickly,measures what it is intended to measure,has many items,is scored objectively,2,Validity refers to whether a measure accurately assesses the construct or predicts the outcome it is supposed to assess.,Medium,Industrial/Organizational Psychology,Exam 2,Exam 2
External validity is most concerned with whether:,the study used random assignment,findings generalize to other settings and populations,the independent variable was manipulated,the data are free from recording errors,2,External validity is the extent to which research findings apply beyond the specific sample or setting studied.,Medium,Industrial/Organizational Psychology,Exam 2,Exam 2
A researcher combines the results of many studies on leadership and performance to estimate the overall relationship. This technique is called:,factor analysis,utility analysis,meta-analysis,content validation,3,Meta-analysis statistically combines results from multiple studies to estimate the overall effect size or relationship.,Medium,Industrial/Organizational Psychology,Exam 2,Exam 2
The major purpose of job analysis is to:,determine who deserves a promotion,identify what a job requires and what workers do,measure organizational climate,determine market demand for products,2,"Job analysis systematically identifies job duties, tasks, responsibilities, and the qualifications required to perform them.",Medium,Industrial/Organizational Psychology,Exam 2,Exam 2
Which of the following is most directly produced by job analysis?,Job description and job specification,Organizational chart and mission statement,Financial forecast and labor budget,Training attendance sheet and payroll register,1,"Job analysis produces job descriptions, which outline duties, and job specifications, which identify the required worker characteristics.",Medium,Industrial/Organizational Psychology,Exam 2,Exam 2
A statement describing the human characteristics necessary to perform a job is a:,job evaluation,job description,job specification,critical incident,3,"A job specification describes the knowledge, skills, abilities, and other worker characteristics needed for a job.",Medium,Industrial/Organizational Psychology,Exam 2,Exam 2
Which job analysis method focuses on especially effective or ineffective job behaviors?,Position Analysis Questionnaire,Critical incidents technique,Assessment center,Forced-choice checklist,2,The critical incidents technique focuses on identifying job behaviors that lead to particularly successful or unsuccessful performance.,Medium,Industrial/Organizational Psychology,Exam 2,Exam 2
O*NET is most useful for:,diagnosing psychopathology,providing systematic occupational information,computing utility tables,measuring job satisfaction only,2,"O*NET is a comprehensive source of information about jobs, work activities, and occupational requirements.",Medium,Industrial/Organizational Psychology,Exam 2,Exam 2
Job evaluation is primarily concerned with:,determining the relative worth of jobs,rating employee performance,validating selection tests,reducing absenteeism,1,Job evaluation compares jobs within an organization to determine their relative value for compensation purposes.,Medium,Industrial/Organizational Psychology,Exam 2,Exam 2
